Time:,2022-08-18 20:47:17.104770
ADC_value,"[2956, 2878, 2806, 2720, 2612, 2502, 2385, 2258, 2113, 2011, 1864, 1738, 1600, 1472, 1341, 1225, 1105, 993, 901, 815, 742, 644, 609, 573, 532, 520, 523, 520, 552, 581, 642, 710, 782, 890, 968, 1084, 1199, 1308, 1448, 1570, 1701, 1838, 1973, 2105, 2244, 2348, 2471, 2572, 2694, 2787, 2872, 2950, 2998, 3046, 3093, 3109, 3114, 3111, 3090, 3064, 3010, 2954, 2885, 2802, 2720, 2615, 2503, 2380, 2267, 2134, 1972, 1854, 1734, 1594, 1474, 1347, 1230, 1112, 998, 913, 812, 735, 660, 604, 572, 534, 512, 525, 544, 558, 606, 661, 719, 799, 886, 976, 1086, 1205, 1320, 1450, 1578, 1710, 1850, 1974, 2100, 2231, 2345, 2472, 2584, 2688, 2790, 2896, 2948, 3010, 3046, 3084, 3112, 3118, 3117, 3096, 3059, 3019, 2951, 2856, 2799, 2707, 2596, 2498, 2379, 2248, 2148, 1986, 1858, 1732, 1588, 1467, 1346, 1220, 1100, 997, 896, 806, 740, 661, 604, 556, 536, 524, 528, 554, 556, 594, 648, 719, 794, 907, 961, 1084, 1196, 1326, 1446, 1582, 1712, 1845, 1978, 2112, 2238, 2362, 2478, 2600, 2696, 2787, 2878, 2944, 3006, 3050, 3086, 3119, 3104, 3106, 3069, 1839, 1710, 1574, 1440, 2919, 3008, 3048, 3075, 3103, 3118, 3094, 3101, 3056, 3012]"
Sample_Frequency:,3840
Estimate_frequency,62.8483
Deviation_frequency,2.848300000000002
Time:,2022-08-18 20:47:17.195578
ADC_value,"[3060, 3087, 3116, 3110, 3094, 3061, 3040, 2982, 2922, 2844, 2766, 2662, 2568, 2446, 2328, 2216, 2077, 1938, 1804, 1670, 1535, 1405, 1284, 1166, 1047, 954, 849, 772, 692, 626, 584, 547, 512, 512, 1310, 1204, 1074, 970, 881, 774, 720, 647, 604, 566, 531, 522, 525, 545, 567, 617, 673, 732, 821, 900, 983, 1102, 1228, 1348, 1478, 1600, 1737, 1866, 1997, 2135, 2251, 2376, 2499, 2602, 2708, 2794, 2880, 2951, 2998, 3051, 3083, 3099, 3113, 3105, 3071, 3036, 2994, 2921, 2847, 2767, 2667, 2569, 2442, 2337, 2217, 2105, 1959, 1831, 1688, 1540, 1429, 1301, 1179, 1069, 951, 864, 775, 703, 637, 588, 546, 522, 517, 517, 542, 569, 613, 664, 743, 808, 903, 1001, 1113, 1229, 1344, 1472, 1614, 1736, 1873, 2002, 2134, 2248, 2388, 2502, 2632, 2710, 2799, 2886, 2954, 3017, 3048, 3062, 3106, 3108, 3096, 3065, 3040, 2984, 2942, 2852, 2767, 2670, 2552, 2450, 2327, 2204, 2081, 1942, 1808, 1686, 1543, 1426, 1314, 1170, 1062, 953, 850, 774, 694, 638, 588, 547, 530, 508, 487, 545, 568, 610, 667, 724, 812, 907, 1000, 1103, 1224, 1350, 1481, 1608, 1743, 1872, 2010, 2147, 2272, 2403, 2510, 2622, 2719, 2798, 2883, 2935, 3026]"
Sample_Frequency:,3840
Estimate_frequency,62.9142
Deviation_frequency,2.914200000000001
